stn,year,quarter,visib,wdsp,temp,prcp,provgb,CNT
505270,2011,3,13.101087,8.2739134,61.638042,.11271739,15,0
505270,2011,4,12.102174,7.8739133,9.1619568,.0092391307,15,0
505270,2012,1,12.310989,7.2604394,-9.2780218,.0032967033,15,0
505270,2012,2,13.271428,10.520879,51.519779,.074285716,15,0
505270,2012,3,14.516304,8.2260866,63.046738,.082173914,15,0
505270,2012,4,12.913043,7.8499999,7.4402175,.014782608,15,0
505270,2013,1,13.134444,8.5933332,-9.5955553,.0067777778,15,0
505270,2013,2,14.6,9.7615385,49.237362,.078901097,15,0
505270,2013,3,15.508889,8.3846149,60.413185,.23934066,15,0
505270,2013,4,14.167392,7.9391303,15.705435,.020326087,15,0
505270,2014,1,13.785227,7.2022223,-1.4477777,.0082222223,15,0
505270,2014,2,14.976923,8.9175825,54.083515,.091758244,15,0
505270,2014,3,14.794382,7.9967031,60.685715,.10406593,15,0
505270,2014,4,14.302174,8.4750004,11.908695,.013369565,15,0
505270,2015,1,10.544444,8.1511116,3.1777778,.0089999996,15,0
505270,2015,2,15.904396,10.197803,50.937363,.035934065,15,0
505270,2015,3,15.706522,7.6999998,63.669567,.086086959,15,0
505270,2015,4,14.420652,8.7347822,13.797826,.11483517,15,0
505270,2016,1,13.462921,8.2433329,-2.0977778,.0079775276,15,0
505270,2016,2,16.354546,9.662921,50.452221,.051444445,15,0
505270,2016,3,16.765909,8.4122219,65.69239,.083406597,15,0
505270,2016,4,14.689888,7.9954548,7.9065218,.0093258424,15,0
505270,2017,1,14.652326,7.5697675,.66629213,.0024999999,15,0
505270,2017,2,17.15,11.492045,54.305496,.015274725,15,0
505270,2017,3,17.025,8.219512,70.973167,.06414634,15,0
505270,2017,4,13.583333,8.1999998,11.766666,0,15,0
505270,2018,1,15.075,9.375,-5.5,0,15,0
505270,2018,2,17.799999,8.8999996,67.5,.039999999,15,0
505270,2018,3,16.629412,9.4705887,62.72353,.13705882,15,0
505270,2018,4,16.964285,8.2214289,40.121429,.00071428571,15,0
505270,2019,1,18.125,10.925,23.299999,0,15,0
505270,2019,2,18.6,7,63.600002,0,15,0
505270,2019,3,18.6,5.8000002,59.5,.40000001,15,0
505270,2019,4,16.167797,8.3796606,4.9152541,.0077083334,15,0
505270,2020,1,13.28,7.4223528,.4799999,.0051428569,15,0
505270,2020,2,16.9,5.8000002,38.400002,0,15,0
505480,2011,1,17.051136,2.5034091,2.3886364,.0029545454,15,0
505480,2011,2,18.167416,5.0235953,54.633709,.12449438,15,0
505480,2011,3,17.452173,3.4119565,64.003258,.11228261,15,0
505480,2011,4,17.051086,2.7076087,14.786957,.0039130435,15,0
505480,2012,1,17.381319,2.4813187,-.62417579,.0018681318,15,0
505480,2012,2,17.776924,5.0219779,54.502197,.091098905,15,0
505480,2012,3,17.766304,3.7673912,64.157608,.13500001,15,0
505480,2012,4,16.415218,2.7739129,12.022826,.022065217,15,0
505480,2013,1,16.925556,2.9722223,-3.0166667,.0089999996,15,0
505480,2013,2,17.782417,5.2692308,54.724174,.09208791,15,0
505480,2013,3,17.388889,4.5377779,63.465935,.14747253,15,0
505480,2013,4,17.375,4.0456519,20.441305,.019456521,15,0
505480,2014,1,6.7422223,3.2455556,2.5222223,.010444445,15,0
505480,2014,2,15.351111,5.2966666,56.873333,.09588889,15,0
505480,2014,3,12.412088,4.1999998,62.703297,.18582419,15,0
505480,2014,4,8.472826,4.0369563,15.643478,.021630434,15,0
505480,2015,1,8.124444,3.8444445,10.195556,.0058888891,15,0
505480,2015,2,15.068131,5.8955555,53.480221,.073956043,15,0
505480,2015,3,14.126087,4.1750002,65.198914,.15478261,15,0
505480,2015,4,9.0206518,4.0615382,16.601088,.024021739,15,0
505480,2016,1,8.7744446,3.8877778,5.4411111,.0044444446,15,0
505480,2016,2,15.816483,5.930769,54.048351,.086263739,15,0
505480,2016,3,15.573914,4.7456522,66.018478,.10293479,15,0
505480,2016,4,8.6880436,3.4362638,9.6206522,.016413044,15,0
505480,2017,1,10.448889,3.6966667,9.5,.003,15,0
505480,2017,2,16.846153,5.976923,55.837364,.10516483,15,0
505480,2017,3,15.728261,4.5945654,63.968479,.12142857,15,0
505480,2017,4,10.656522,3.2423913,10.443479,.013333334,15,0
505480,2018,1,9.8699999,3.561111,1.0711111,.010898876,15,0
505480,2018,2,17.13077,5.2835164,55.631866,.11622222,15,0
505480,2018,3,16.270786,4.3269663,65.424721,.22738095,15,0
505480,2018,4,12.382558,4.0635295,20.554651,.0069512194,15,0
505480,2019,1,12.704444,4.438889,12.263333,.0021590909,15,0
505480,2019,2,17.134066,6.0351648,54.449451,.08340659,15,0
505480,2019,3,15.766304,4.5097828,64.195656,.23467392,15,0
505480,2019,4,11.430435,3.8347826,14.717391,.043296706,15,0
505480,2020,1,9.624176,3.1956043,7.9087911,.046666667,15,0
505480,2020,2,16.734066,5.5615382,54.570332,.10910112,15,0
505480,2020,3,17.6,3.2,74.699997,0,15,0
505570,2011,1,11.14,3.8966668,.58555555,.003111111,23,0
505570,2011,2,12.250549,6.913187,54.408791,.066263735,23,0
505570,2011,3,11.922826,5.3652172,64.476089,.074565217,23,0
505570,2011,4,11.475,4.5630436,15.227174,.0040217391,23,0
505570,2012,1,11.131868,3.8912089,-2.8560441,.0017582417,23,0
505570,2012,2,12.041759,7.3263736,54.969231,.081978023,23,0
505570,2012,3,11.854347,5.826087,64.644562,.14,23,0
505570,2012,4,10.91087,3.6869566,11.988044,.035543479,23,0
505570,2013,1,10.445556,3.6966667,-4.768889,.013666667,23,0
505570,2013,2,12.127472,7.1219778,54.001099,.0989011,23,0
505570,2013,3,12.156044,5.7835164,63.726372,.19175825,23,0
505570,2013,4,11.440217,4.8288889,19.532608,.10043479,23,0
505570,2014,1,10.642222,3.6931818,-.49444449,.014444444,23,0
505570,2014,2,12.231868,6.6307693,57.283516,.064725272,23,0
505570,2014,3,11.582954,5.2043958,63.262638,.23285714,23,0
505570,2014,4,11.126087,5.4060974,15.470653,.041086957,23,0
505570,2015,1,10.954444,4.5835295,7.9011111,.068000004,23,0
505570,2015,2,12.114285,7.0538464,53.652748,.065384619,23,0
505570,2015,3,11.894506,5.1815219,65.607613,.090434782,23,0
505570,2015,4,10.883696,5.0065932,17.997826,.31423911,23,0
505570,2016,1,9.2879124,5.3175826,6.1307693,.86101121,23,0
505570,2016,2,15.628572,7.8945055,53.846153,.079888888,23,0
505570,2016,3,16.177174,6.2423911,66.347824,.099450551,23,0
505570,2016,4,9.407609,4.5804348,9.0076084,.036000002,23,0
505570,2017,1,11.026667,4.5777779,7.9155555,.061149426,23,0
505570,2017,2,16.963736,8.3384619,56.284615,.10422222,23,0
505570,2017,3,16.454348,5.7239132,64.268478,.16120879,23,0
505570,2017,4,11.645652,4.9228263,12.084783,.17611112,23,0
505570,2018,1,9.7411108,4.6911111,.16888884,.11482759,23,0
505570,2018,2,17.260439,7.3219781,56.150551,.084835164,23,0
505570,2018,3,16.99889,5.727778,65.410004,.19932584,23,0
505570,2018,4,14.626744,5.7476745,21.950001,.077906974,23,0
505570,2019,1,14.078889,5.4877777,12.324445,.07348837,23,0
505570,2019,2,17.674725,8.2901096,54.514286,.078735635,23,0
505570,2019,3,16.066305,6.1239128,64.015221,.25691357,23,0
505570,2019,4,12.357609,5.3293476,13.966305,.024444444,23,0
505570,2020,1,10.416484,4.3923078,6.4901099,.0026666666,23,0
505570,2020,2,16.868132,7.6131868,53.884617,.077142857,23,0
505570,2020,3,18,4.3000002,75.599998,0,23,0
505640,2011,1,10.306818,3.7943182,3.6647727,.0038636364,23,0
505640,2011,2,12.117977,5.2337079,53.977528,.10224719,23,0
505640,2011,3,12.057609,4.4304347,65.44239,.051847827,23,0
505640,2011,4,10.568479,4.1423912,16.924999,.011413043,23,0
505640,2012,1,10.351648,3.7780221,-.72087908,.0042857141,23,0
505640,2012,2,12.174725,5.5439558,55.386814,.085824177,23,0
505640,2012,3,12.174999,4.9336958,64.981522,.1772826,23,0
505640,2012,4,11.219565,3.7173913,12.771739,.044673912,23,0
505640,2013,1,10.218889,3.9977777,-1.5033333,.016000001,23,0
505640,2013,2,12.186813,6.0406594,53.948353,.07989011,23,0
505640,2013,3,12.123076,6.305263,64.14286,.26186812,23,0
505640,2013,4,10.996739,6.1399999,19.77174,.027173912,23,0
505640,2014,1,10.317778,5.7925925,2.74,.0091111111,23,0
505640,2014,2,12.225842,6.3531647,57.227779,.092666663,23,0
505640,2014,3,11.94382,4.6611109,64.364838,.15395604,23,0
505640,2014,4,10.175,5.3499999,14.91413,.034021739,23,0
505640,2015,1,9.4333334,4.8257141,8.9955559,.02111111,23,0
505640,2015,2,11.663736,6.9113922,53.940659,.057362638,23,0
505640,2015,3,11.926373,4.5065217,65.867393,.20586957,23,0
505640,2015,4,10.068479,4.7630434,19.10326,.013913044,23,0
505640,2016,1,8.8626375,4.6494503,6.3241758,.017252747,23,0
505640,2016,2,13.74066,5.8560438,52.929668,.1223077,23,0
505640,2016,3,14.476087,4.9532609,65.721741,.1297826,23,0
505640,2016,4,9.1532612,4.7437501,11.134783,.074347824,23,0
505640,2017,1,9.5522223,4.2472224,10.048889,.0057777776,23,0
505640,2017,2,15.939561,6.1736264,55.043957,.080109887,23,0
505640,2017,3,15.833695,4.6500001,64.891304,.17847826,23,0
505640,2017,4,10.534782,4.0824175,13.307609,.026153848,23,0
505640,2018,1,9.6622219,4.3655558,3.5222223,.036555555,23,0
505640,2018,2,15.993406,5.6868134,55.427471,.13186812,23,0
505640,2018,3,16.230337,4.7685394,66.242699,.16494381,23,0
505640,2018,4,12.45,4.4941859,21.644186,.018255813,23,0
505640,2019,1,12.04,4.4677777,11.842222,.0069736843,23,0
505640,2019,2,16.714285,5.8131866,53.662636,.11137931,23,0
505640,2019,3,15.803261,4.6086955,64.740219,.18829545,23,0
505640,2019,4,12.503261,4.701087,16.005434,.029555555,23,0
505640,2020,1,11.421978,4.3406591,11.256044,.0035164836,23,0
505640,2020,2,16.307692,5.9868131,53.906593,.091648355,23,0
505640,2020,3,16.200001,3.0999999,75.800003,0,23,0
506030,2011,1,17.961111,5.7966666,4.4633331,.001,15,0
506030,2011,2,18.202198,6.2868133,56.486813,.0063736262,15,0
506030,2011,3,18.102175,5.103261,64.552177,.045326088,15,0
506030,2011,4,18.06739,4.570652,13.686956,.0081521738,15,0
506030,2012,1,18.095604,5.0879121,-1.9153847,.00098901102,15,0
506030,2012,2,18.260439,6.710989,54.459339,.035494506,15,0
506030,2012,3,18.379349,4.7021737,66.130432,.045652173,15,0
506030,2012,4,18.042391,5.2108698,12.521739,.015108695,15,0
506030,2013,1,18.076668,5.3211112,-3.8322222,.0090000005,15,0
506030,2013,2,18.31978,6.3835163,52.570332,.046153847,15,0
506030,2013,3,18.286814,5.0769229,63.306595,.085604392,15,0
506030,2013,4,18.075001,5.1293478,21.952173,.012717391,15,0
506030,2014,1,18.394445,4.707778,8.0799999,.0045555555,15,0
506030,2014,2,18.349451,5.6175823,56.607693,.064615384,15,0
506030,2014,3,18.408989,5.0818181,63.386814,.091868132,15,0
506030,2014,4,18.384783,5.5630951,18.791304,.012608696,15,0
506030,2015,1,16.434444,8.6499996,9.2655554,.066222221,15,0
506030,2015,2,16.771429,11.459341,53.841759,.043736264,15,0
506030,2015,3,16.843479,8.0239134,66.303261,.03978261,15,0
506030,2015,4,16.038044,8.163044,14.819565,.21527472,15,0
506030,2016,1,16.761539,10.132967,5.0538464,.0026373626,15,0
506030,2016,2,17.274725,11.102198,53.323078,.034505494,15,0
506030,2016,3,16.763044,9.0347824,68.565216,.035217389,15,0
506030,2016,4,16.623913,8.7728262,10.778261,.0058695651,15,0
506030,2017,1,16.865555,9.5393257,5.7388887,.0024444445,15,0
506030,2017,2,17.561539,12.121978,57.972527,.0047252746,15,0
506030,2017,3,17.348913,9.7076082,65.144562,.071630433,15,0
506030,2017,4,17.172827,9.0619564,14.997826,.0035869565,15,0
506030,2018,1,16.326666,10.063334,4.3688889,.25224718,15,0
506030,2018,2,17.351648,11.238461,57.295605,.032747254,15,0
506030,2018,3,17.804495,8.986517,65.933708,.08897727,15,0
506030,2018,4,17.873257,9.1453485,18.690697,.0025301203,15,0
506030,2019,1,18.067778,9.7622223,11.58,.00045977012,15,0
506030,2019,2,17.675825,11.891209,55.232967,.048222221,15,0
506030,2019,3,17.507608,8.4934778,65.680435,.098571427,15,0
506030,2019,4,17.865217,8.967391,14.939131,.0032608695,15,0
506030,2020,1,17.187912,7.9637361,6.8010988,.067912087,15,0
506030,2020,2,18.11978,10.774725,56.774727,.017802197,15,0
506030,2020,3,16.200001,6.8000002,70.900002,.16,15,0
506320,2011,1,18.443335,7.1733332,4.331111,.0040000002,15,0
506320,2011,2,18.374725,6.5186815,49.675823,.041538462,15,0
506320,2011,3,16.730434,4.8141303,58.872826,.155,15,0
506320,2011,4,18.28587,6.3869567,16.195652,.0076086959,15,0
506320,2012,1,18.428572,6.3835163,.55714279,.0026373626,15,0
506320,2012,2,17.704395,7.0197802,49.416485,.081978023,15,0
506320,2012,3,17.799999,4.6836958,59.533695,.11543478,15,0
506320,2012,4,17.847826,5.6826086,11.71087,.029782608,15,0
506320,2013,1,18.164444,6.5955558,-.28666672,.020666666,15,0
506320,2013,2,17.715385,6.2670331,47.626373,.13076922,15,0
506320,2013,3,17.299999,5.3527474,57.892307,.18934065,15,0
506320,2013,4,17.821739,6.3065219,20.13587,.031739131,15,0
506320,2014,1,17.976667,5.5733333,5.9133334,.048,15,0
506320,2014,2,18.178022,5.7296705,51.48901,.087142855,15,0
506320,2014,3,17.355057,4.7824178,57.594505,.18582417,15,0
506320,2014,4,17.90761,6.1565218,15.692391,.046630435,15,0
506320,2015,1,13.48,6.2233334,10.457778,.056111112,15,0
506320,2015,2,14.94066,7.3285713,48.295605,.1234066,15,0
506320,2015,3,13.42174,4.3141303,59.591305,.14967033,15,0
506320,2015,4,13.480434,6.1771741,16.941305,.35666665,15,0
506320,2016,1,14.529671,6.8945055,5.7362638,.85120881,15,0
506320,2016,2,15.459341,6.7450547,48.193405,.090000004,15,0
506320,2016,3,14.540217,4.6586957,60.497826,.16141304,15,0
506320,2016,4,14.272826,5.6586957,12.294565,.15472527,15,0
506320,2017,1,15.626667,6.7600002,9.8211107,.48755556,15,0
506320,2017,2,16.626373,7.0527472,50.805496,.052222222,15,0
506320,2017,3,15.386956,5.6597824,59.205433,.092134833,15,0
506320,2017,4,14.790217,5.5793481,12.372826,.65488636,15,0
506320,2018,1,14.396667,6.292222,3.2433333,.5967778,15,0
506320,2018,2,16.640659,6.2879119,50.951649,.12247191,15,0
506320,2018,3,14.333708,4.8505616,60.238201,.17022988,15,0
506320,2018,4,14.944186,6.5162792,18.344187,.20170732,15,0
506320,2019,1,15.677778,6.8488889,11.188889,.010394736,15,0
506320,2019,2,16.330769,6.9384618,49.260441,.095681816,15,0
506320,2019,3,13.444565,4.8032608,59.245651,.21772727,15,0
506320,2019,4,15.648913,6.4163046,14.938044,.011978022,15,0
506320,2020,1,15.005494,5.8692307,10.861539,.039450549,15,0
506320,2020,2,16.698902,6.1824174,50.18132,.045384616,15,0
506320,2020,3,17.1,4.1999998,68.300003,0,15,0
506580,2011,1,6.6555557,3.1933334,4.0999999,.0074444446,23,0
506580,2011,2,13.730769,5.343956,57.07143,.053626373,23,0
506580,2011,3,12.211957,4.3195653,67.207611,.1176087,23,0
506580,2011,4,7.3076086,3.8543479,19.567392,.0081521738,23,0
506580,2012,1,7.4901099,3.5307691,3.1296704,.001978022,23,0
506580,2012,2,12.742857,5.312088,56.768131,.1132967,23,0
506580,2012,3,12.720653,4.2347827,66.660873,.16858695,23,0
506580,2012,4,6.576087,3.3684783,14.759783,.023695651,23,0
506580,2013,1,5.6822224,3.7033334,-.9133333,.011666667,23,0
506580,2013,2,13.51978,5.5593405,56.053844,.049560439,23,0
506580,2013,3,13.434066,4.4989009,65.967033,.26527473,23,0
506580,2013,4,6.7815218,4.1811109,21.205435,.022391304,23,0
506580,2014,1,4.6463413,3.6193182,4.5955553,.0069999998,23,0
506580,2014,2,14.684091,5.6522222,59.076668,.067888886,23,0
506580,2014,3,13.153334,4.5722222,65.678886,.23677778,23,0
506580,2014,4,7.4608698,4.8956523,19.238043,.015326086,23,0
506580,2015,1,6.5288887,4.3511109,11.358889,.0077777775,23,0
506580,2015,2,14.243957,5.9934068,55.157143,.095274724,23,0
506580,2015,3,15.323914,4.6402173,67.210869,.16336957,23,0
506580,2015,4,8.2043476,4.5782609,19.777174,.017608695,23,0
506580,2016,1,8.834444,4.3533335,8.0988884,.003888889,23,0
506580,2016,2,15.236263,6,55.369232,.081428573,23,0
506580,2016,3,14.898913,4.9423914,68.272827,.082934782,23,0
506580,2016,4,8.2673912,4.0934782,13.492392,.036847826,23,0
506580,2017,1,8.8411112,4.2833333,10.822223,.0088764047,23,0
506580,2017,2,15.658242,6.3538461,58.072529,.049890112,23,0
506580,2017,3,15.657609,4.9576087,66.803261,.1226087,23,0
506580,2017,4,8.9967394,4.2195654,14.480434,.018369565,23,0
506580,2018,1,12.087778,6.1900001,3.5755556,.0068888888,23,0
506580,2018,2,16.99011,8.5109892,57.324177,.13571428,23,0
506580,2018,3,16.428089,6.2561798,66.847191,.17,23,0
